TA,1477488622_1,
TA,1477490810_1,
TA,1477491859_1,
TB,1481624349_1,
T10,1516003982_1,
T10,1516004476_1,
T10,1516011216_1,
T35,1567239348_1,
T35,1567239516_1,
T35,1567240113_1,
T35,1567240658_1,
T35,1567241480_1,
T35,1567241662_1,
T35,1567242636_1,
T35,1567242818_1,
T35,1567243000_1,
T35,1567243182_1,
T38,1575510641_1,
T40,1578267146_1,
T47,1605804042_1,
T48,1607185501_1,
T48,1607186550_1,
T79,1702505209_1,
T85,1721856031_1,
T85,1721860807_1,
T85,1721861079_1,
T85,1721862391_1,
T85,1721862527_1,
T88,1732874866_1,
T88,1732880676_1,
T92,1752172039_1,
T92,1752173200_1,
T111,1809724283_1,